Id,Quantity
S_19|Item_1375|2018-07-19,0.012
S_19|Item_1375|2018-08-24,0.012
S_19|Item_1375|2018-09-23,0.012
S_19|Item_1469|2018-05-22,0.012
S_19|Item_1469|2018-06-02,0.012
S_19|Item_1469|2018-06-13,0.012
S_19|Item_1469|2018-07-19,0.012
S_19|Item_1469|2018-08-24,0.012
S_19|Item_1469|2018-09-23,0.012
S_19|Item_1765|2018-05-22,0.012
S_19|Item_1765|2018-06-02,0.012
S_19|Item_1765|2018-06-13,0.012
S_19|Item_1765|2018-07-19,0.012
S_19|Item_1765|2018-08-24,0.012
S_19|Item_1765|2018-09-23,0.012
S_19|Item_2184|2018-05-22,0.012
S_19|Item_2184|2018-06-02,0.012
S_19|Item_2184|2018-06-13,0.012
S_19|Item_2184|2018-07-19,0.012
S_19|Item_2184|2018-08-24,0.012
S_19|Item_2184|2018-09-23,0.012
S_19|Item_2185|2018-05-22,0.012
S_19|Item_2185|2018-06-02,0.012
S_19|Item_2185|2018-06-13,0.012
S_19|Item_2185|2018-07-19,0.012
S_19|Item_2185|2018-08-24,0.012
S_19|Item_2185|2018-09-23,0.012
S_19|Item_2210|2018-05-22,0.012
S_19|Item_2210|2018-06-02,0.012
S_19|Item_2210|2018-06-13,0.012
S_19|Item_2210|2018-07-19,0.012
S_19|Item_2210|2018-08-24,0.012
S_19|Item_2210|2018-09-23,0.012
S_19|Item_2211|2018-05-22,0.012
S_19|Item_2211|2018-06-02,0.012
S_19|Item_2211|2018-06-13,0.012
S_19|Item_2211|2018-07-19,0.012
S_19|Item_2211|2018-08-24,0.012
S_19|Item_2211|2018-09-23,0.012
S_19|Item_2215|2018-05-22,0.012
S_19|Item_2215|2018-06-02,0.012
S_19|Item_2215|2018-06-13,0.012
S_19|Item_2215|2018-07-19,0.012
S_19|Item_2215|2018-08-24,0.012
S_19|Item_2215|2018-09-23,0.012
S_19|Item_2216|2018-05-22,0.012
S_19|Item_2216|2018-06-02,0.012
S_19|Item_2216|2018-06-13,0.012
S_19|Item_2216|2018-07-19,0.012
S_19|Item_2216|2018-08-24,0.012
S_19|Item_2216|2018-09-23,0.012
S_19|Item_2223|2018-05-22,0.012
S_19|Item_2223|2018-06-02,0.012
S_19|Item_2223|2018-06-13,0.012
S_19|Item_2223|2018-07-19,0.012
S_19|Item_2223|2018-08-24,0.012
S_19|Item_2223|2018-09-23,0.012
S_19|Item_2224|2018-05-22,0.012
S_19|Item_2224|2018-06-02,0.012
S_19|Item_2224|2018-06-13,0.012
S_19|Item_2224|2018-07-19,0.012
S_19|Item_2224|2018-08-24,0.012
S_19|Item_2224|2018-09-23,0.012
S_19|Item_2225|2018-05-22,0.012
S_19|Item_2225|2018-06-02,0.012
S_19|Item_2225|2018-06-13,0.012
S_19|Item_2225|2018-07-19,0.012
S_19|Item_2225|2018-08-24,0.012
S_19|Item_2225|2018-09-23,0.012
S_19|Item_2239|2018-05-22,0.012
S_19|Item_2239|2018-06-02,0.012
S_19|Item_2239|2018-06-13,0.012
S_19|Item_2239|2018-07-19,0.012
S_19|Item_2239|2018-08-24,0.012
S_19|Item_2239|2018-09-23,0.012
S_19|Item_2240|2018-05-22,0.012
S_19|Item_2240|2018-06-02,0.012
S_19|Item_2240|2018-06-13,0.012
S_19|Item_2240|2018-07-19,0.012
S_19|Item_2240|2018-08-24,0.012
S_19|Item_2240|2018-09-23,0.012
S_19|Item_2241|2018-05-22,0.012
S_19|Item_2241|2018-06-02,0.012
S_19|Item_2241|2018-06-13,0.012
S_19|Item_2241|2018-07-19,0.012
S_19|Item_2241|2018-08-24,0.012
S_19|Item_2241|2018-09-23,0.012
S_19|Item_2247|2018-05-22,0.012
S_19|Item_2247|2018-06-02,0.012
S_19|Item_2247|2018-06-13,0.012
S_19|Item_2247|2018-07-19,0.012
S_19|Item_2247|2018-08-24,0.012
S_19|Item_2247|2018-09-23,0.012
S_19|Item_1009|2018-05-22,0.012
S_19|Item_1009|2018-06-02,0.012
S_19|Item_1009|2018-06-13,0.012
S_19|Item_1009|2018-07-19,0.012
S_19|Item_1009|2018-08-24,0.012
S_19|Item_1009|2018-09-23,0.012
S_19|Item_821|2018-05-22,0.012
S_19|Item_821|2018-06-02,0.012
S_19|Item_821|2018-06-13,0.012
S_19|Item_821|2018-07-19,0.012
S_19|Item_821|2018-08-24,0.012
S_19|Item_821|2018-09-23,0.012
S_19|Item_1012|2018-05-22,0.012
S_19|Item_1012|2018-06-02,0.012
S_19|Item_1012|2018-06-13,0.012
S_19|Item_1012|2018-07-19,0.012
S_19|Item_1012|2018-08-24,0.012
S_19|Item_1012|2018-09-23,0.012
S_19|Item_1376|2018-05-22,0.012
S_19|Item_1376|2018-06-02,0.012
S_19|Item_1376|2018-06-13,0.012
S_19|Item_1376|2018-07-19,0.012
S_19|Item_1376|2018-08-24,0.012
S_19|Item_1376|2018-09-23,0.012
S_19|Item_1806|2018-05-22,0.012
S_19|Item_1806|2018-06-02,0.012
S_19|Item_1806|2018-06-13,0.012
S_19|Item_1806|2018-07-19,0.012
S_19|Item_1806|2018-08-24,0.012
S_19|Item_1806|2018-09-23,0.012
S_19|Item_1834|2018-05-22,0.012
S_19|Item_1834|2018-06-02,0.012
S_19|Item_1834|2018-06-13,0.012
S_19|Item_1834|2018-07-19,0.012
S_19|Item_1834|2018-08-24,0.012
S_19|Item_1834|2018-09-23,0.012
S_19|Item_2344|2018-05-22,0.012
S_19|Item_2344|2018-06-02,0.012
S_19|Item_2344|2018-06-13,0.012
S_19|Item_2344|2018-07-19,0.012
S_19|Item_2344|2018-08-24,0.012
S_19|Item_2344|2018-09-23,0.012
S_19|Item_2276|2018-05-22,0.012
S_19|Item_2276|2018-06-02,0.012
S_19|Item_2276|2018-06-13,0.012
S_19|Item_2276|2018-07-19,0.012
S_19|Item_2276|2018-08-24,0.012
S_19|Item_2276|2018-09-23,0.012
S_19|Item_2290|2018-05-22,0.012
S_19|Item_2290|2018-06-02,0.012
S_19|Item_2290|2018-06-13,0.012
S_19|Item_2290|2018-07-19,0.012
S_19|Item_2290|2018-08-24,0.012
S_19|Item_2290|2018-09-23,0.012
S_19|Item_1372|2018-05-22,0.012
S_19|Item_1372|2018-06-02,0.012
S_19|Item_1372|2018-06-13,0.012
S_19|Item_1372|2018-07-19,0.012
S_19|Item_1372|2018-08-24,0.012
S_19|Item_1372|2018-09-23,0.012
S_19|Item_1760|2018-06-02,0.012
S_19|Item_1760|2018-06-13,0.012
S_19|Item_1760|2018-07-19,0.012
S_19|Item_1760|2018-08-24,0.012
S_19|Item_1760|2018-09-23,0.012
S_19|Item_1515|2018-06-13,0.012
S_19|Item_1515|2018-07-19,0.012
S_19|Item_1515|2018-08-24,0.012
S_19|Item_1515|2018-09-23,0.012
S_19|Item_1368|2018-09-23,0.012
S_16|Item_256|2018-02-14,0.012
S_16|Item_256|2018-05-22,0.012
S_16|Item_256|2018-06-02,0.012
S_16|Item_256|2018-06-13,0.012
S_16|Item_256|2018-07-19,0.012
S_16|Item_256|2018-08-24,0.012
S_16|Item_256|2018-09-23,0.012
S_16|Item_642|2018-02-14,0.012
S_16|Item_642|2018-05-22,0.012
S_16|Item_642|2018-06-02,0.012
S_16|Item_642|2018-06-13,0.012
S_16|Item_642|2018-07-19,0.012
S_16|Item_642|2018-08-24,0.012
S_16|Item_642|2018-09-23,0.012
S_16|Item_651|2018-02-14,0.012
S_16|Item_651|2018-05-22,0.012
S_16|Item_651|2018-06-02,0.012
S_16|Item_651|2018-06-13,0.012
S_16|Item_651|2018-07-19,0.012
S_16|Item_651|2018-08-24,0.012
S_16|Item_651|2018-09-23,0.012
S_16|Item_731|2018-02-14,0.012
S_16|Item_731|2018-05-22,0.012
S_16|Item_731|2018-06-02,0.012
S_16|Item_731|2018-06-13,0.012
S_16|Item_731|2018-07-19,0.012
S_16|Item_731|2018-08-24,0.012
S_16|Item_731|2018-09-23,0.012
S_16|Item_1042|2018-02-14,0.012
S_16|Item_1042|2018-05-22,0.012
S_16|Item_1042|2018-06-02,0.012
S_16|Item_1042|2018-06-13,0.012
S_16|Item_1042|2018-07-19,0.012
S_16|Item_1042|2018-08-24,0.012
S_16|Item_1042|2018-09-23,0.012
S_16|Item_1043|2018-02-14,0.012
S_16|Item_1043|2018-05-22,0.012
S_16|Item_1043|2018-06-02,0.012
S_16|Item_1043|2018-06-13,0.012
S_16|Item_1043|2018-07-19,0.012
S_16|Item_1043|2018-08-24,0.012
S_16|Item_1043|2018-09-23,0.012
S_16|Item_1044|2018-02-14,0.012
S_16|Item_1044|2018-05-22,0.012
S_16|Item_1044|2018-06-02,0.012
S_16|Item_1044|2018-06-13,0.012
S_16|Item_1044|2018-07-19,0.012
S_16|Item_1044|2018-08-24,0.012
S_16|Item_1044|2018-09-23,0.012
S_16|Item_1098|2018-02-14,0.012
S_16|Item_1098|2018-05-22,0.012
S_16|Item_1098|2018-06-02,0.012
S_16|Item_1098|2018-06-13,0.012
S_16|Item_1098|2018-07-19,0.012
S_16|Item_1098|2018-08-24,0.012
S_16|Item_1098|2018-09-23,0.012
S_16|Item_1206|2018-02-14,0.012
S_16|Item_1206|2018-05-22,0.012
S_16|Item_1206|2018-06-02,0.012
S_16|Item_1206|2018-06-13,0.012
S_16|Item_1206|2018-07-19,0.012
S_16|Item_1206|2018-08-24,0.012
S_16|Item_1206|2018-09-23,0.012
S_16|Item_1207|2018-02-14,0.012
S_16|Item_1207|2018-05-22,0.012
S_16|Item_1207|2018-06-02,0.012
S_16|Item_1207|2018-06-13,0.012
S_16|Item_1207|2018-07-19,0.012
S_16|Item_1207|2018-08-24,0.012
S_16|Item_1207|2018-09-23,0.012
S_16|Item_1227|2018-02-14,0.012
S_16|Item_1227|2018-05-22,0.012
S_16|Item_1227|2018-06-02,0.012
S_16|Item_1227|2018-06-13,0.012
S_16|Item_1227|2018-07-19,0.012
S_16|Item_1227|2018-08-24,0.012
S_16|Item_1227|2018-09-23,0.012
S_16|Item_1245|2018-02-14,0.012
S_16|Item_1245|2018-05-22,0.012
S_16|Item_1245|2018-06-02,0.012
S_16|Item_1245|2018-06-13,0.012
S_16|Item_1245|2018-07-19,0.012
S_16|Item_1245|2018-08-24,0.012
S_16|Item_1245|2018-09-23,0.012
S_16|Item_1246|2018-02-14,0.012
S_16|Item_1246|2018-05-22,0.012
S_16|Item_1246|2018-06-02,0.012
S_16|Item_1246|2018-06-13,0.012
S_16|Item_1246|2018-07-19,0.012
S_16|Item_1246|2018-08-24,0.012
S_16|Item_1246|2018-09-23,0.012
S_16|Item_1277|2018-02-14,0.012
S_16|Item_1277|2018-05-22,0.012
S_16|Item_1277|2018-06-02,0.012
S_16|Item_1277|2018-06-13,0.012
S_16|Item_1277|2018-07-19,0.012
S_16|Item_1277|2018-08-24,0.012
S_16|Item_1277|2018-09-23,0.012
S_16|Item_1278|2018-02-14,0.012
S_16|Item_1278|2018-05-22,0.012
S_16|Item_1278|2018-06-02,0.012
S_16|Item_1278|2018-06-13,0.012
S_16|Item_1278|2018-07-19,0.012
S_16|Item_1278|2018-08-24,0.012
S_16|Item_1278|2018-09-23,0.012
S_16|Item_1300|2018-02-14,0.012
S_16|Item_1300|2018-05-22,0.012
S_16|Item_1300|2018-06-02,0.012
S_16|Item_1300|2018-06-13,0.012
S_16|Item_1300|2018-07-19,0.012
S_16|Item_1300|2018-08-24,0.012
S_16|Item_1300|2018-09-23,0.012
S_16|Item_1301|2018-02-14,0.012
S_16|Item_1301|2018-05-22,0.012
S_16|Item_1301|2018-06-02,0.012
S_16|Item_1301|2018-06-13,0.012
S_16|Item_1301|2018-07-19,0.012
S_16|Item_1301|2018-08-24,0.012
S_16|Item_1301|2018-09-23,0.012
S_16|Item_1483|2018-02-14,0.012
S_16|Item_1483|2018-05-22,0.012
S_16|Item_1483|2018-06-02,0.012
S_16|Item_1483|2018-06-13,0.012
S_16|Item_1483|2018-07-19,0.012
S_16|Item_1483|2018-08-24,0.012
S_16|Item_1483|2018-09-23,0.012
S_16|Item_1496|2018-02-14,0.012
S_16|Item_1496|2018-05-22,0.012
S_16|Item_1496|2018-06-02,0.012
S_16|Item_1496|2018-06-13,0.012
S_16|Item_1496|2018-07-19,0.012
S_16|Item_1496|2018-08-24,0.012
S_16|Item_1496|2018-09-23,0.012
S_16|Item_1611|2018-02-14,0.012
S_16|Item_1611|2018-05-22,0.012
S_16|Item_1611|2018-06-02,0.012
S_16|Item_1611|2018-06-13,0.012
S_16|Item_1611|2018-07-19,0.012
S_16|Item_1611|2018-08-24,0.012
S_16|Item_1611|2018-09-23,0.012
S_16|Item_1635|2018-02-14,0.012
S_16|Item_1635|2018-05-22,0.012
S_16|Item_1635|2018-06-02,0.012
S_16|Item_1635|2018-06-13,0.012
S_16|Item_1635|2018-07-19,0.012
S_16|Item_1635|2018-08-24,0.012
S_16|Item_1635|2018-09-23,0.012
S_16|Item_1641|2018-02-14,0.012
S_16|Item_1641|2018-05-22,0.012
S_16|Item_1641|2018-06-02,0.012
S_16|Item_1641|2018-06-13,0.012
S_16|Item_1641|2018-07-19,0.012
S_16|Item_1641|2018-08-24,0.012
S_16|Item_1641|2018-09-23,0.012
S_16|Item_1642|2018-02-14,0.012
S_16|Item_1642|2018-05-22,0.012
S_16|Item_1642|2018-06-02,0.012
S_16|Item_1642|2018-06-13,0.012
S_16|Item_1642|2018-07-19,0.012
S_16|Item_1642|2018-08-24,0.012
S_16|Item_1642|2018-09-23,0.012
S_16|Item_1643|2018-02-14,0.012
S_16|Item_1643|2018-05-22,0.012
S_16|Item_1643|2018-06-02,0.012
S_16|Item_1643|2018-06-13,0.012
S_16|Item_1643|2018-07-19,0.012
S_16|Item_1643|2018-08-24,0.012
S_16|Item_1643|2018-09-23,0.012
S_16|Item_1710|2018-02-14,0.012
S_16|Item_1710|2018-05-22,0.012
S_16|Item_1710|2018-06-02,0.012
S_16|Item_1710|2018-06-13,0.012
S_16|Item_1710|2018-07-19,0.012
S_16|Item_1710|2018-08-24,0.012
S_16|Item_1710|2018-09-23,0.012
S_16|Item_1711|2018-02-14,0.012
S_16|Item_1711|2018-05-22,0.012
S_16|Item_1711|2018-06-02,0.012
S_16|Item_1711|2018-06-13,0.012
S_16|Item_1711|2018-07-19,0.012
S_16|Item_1711|2018-08-24,0.012
S_16|Item_1711|2018-09-23,0.012
S_16|Item_1713|2018-02-14,0.012
S_16|Item_1713|2018-05-22,0.012
S_16|Item_1713|2018-06-02,0.012
S_16|Item_1713|2018-06-13,0.012
S_16|Item_1713|2018-07-19,0.012
S_16|Item_1713|2018-08-24,0.012
S_16|Item_1713|2018-09-23,0.012
S_16|Item_1726|2018-02-14,0.012
S_16|Item_1726|2018-05-22,0.012
S_16|Item_1726|2018-06-02,0.012
S_16|Item_1726|2018-06-13,0.012
S_16|Item_1726|2018-07-19,0.012
S_16|Item_1726|2018-08-24,0.012
S_16|Item_1726|2018-09-23,0.012
S_16|Item_1728|2018-02-14,0.012
S_16|Item_1728|2018-05-22,0.012
S_16|Item_1728|2018-06-02,0.012
S_16|Item_1728|2018-06-13,0.012
S_16|Item_1728|2018-07-19,0.012
S_16|Item_1728|2018-08-24,0.012
S_16|Item_1728|2018-09-23,0.012
S_16|Item_1767|2018-02-14,0.012
S_16|Item_1767|2018-05-22,0.012
S_16|Item_1767|2018-06-02,0.012
S_16|Item_1767|2018-06-13,0.012
S_16|Item_1767|2018-07-19,0.012
S_16|Item_1767|2018-08-24,0.012
S_16|Item_1767|2018-09-23,0.012
S_16|Item_1785|2018-02-14,0.012
S_16|Item_1785|2018-05-22,0.012
S_16|Item_1785|2018-06-02,0.012
S_16|Item_1785|2018-06-13,0.012
S_16|Item_1785|2018-07-19,0.012
S_16|Item_1785|2018-08-24,0.012
S_16|Item_1785|2018-09-23,0.012
S_16|Item_1786|2018-02-14,0.012
S_16|Item_1786|2018-05-22,0.012
S_16|Item_1786|2018-06-02,0.012
S_16|Item_1786|2018-06-13,0.012
S_16|Item_1786|2018-07-19,0.012
S_16|Item_1786|2018-08-24,0.012
S_16|Item_1786|2018-09-23,0.012
S_16|Item_1789|2018-02-14,0.012
S_16|Item_1789|2018-05-22,0.012
S_16|Item_1789|2018-06-02,0.012
S_16|Item_1789|2018-06-13,0.012
S_16|Item_1789|2018-07-19,0.012
S_16|Item_1789|2018-08-24,0.012
S_16|Item_1789|2018-09-23,0.012
S_16|Item_1790|2018-02-14,0.012
S_16|Item_1790|2018-05-22,0.012
S_16|Item_1790|2018-06-02,0.012
S_16|Item_1790|2018-06-13,0.012
S_16|Item_1790|2018-07-19,0.012
S_16|Item_1790|2018-08-24,0.012
S_16|Item_1790|2018-09-23,0.012
S_16|Item_1792|2018-02-14,0.012
S_16|Item_1792|2018-05-22,0.012
S_16|Item_1792|2018-06-02,0.012
S_16|Item_1792|2018-06-13,0.012
S_16|Item_1792|2018-07-19,0.012
S_16|Item_1792|2018-08-24,0.012
S_16|Item_1792|2018-09-23,0.012
S_16|Item_1793|2018-02-14,0.012
S_16|Item_1793|2018-05-22,0.012
S_16|Item_1793|2018-06-02,0.012
S_16|Item_1793|2018-06-13,0.012
S_16|Item_1793|2018-07-19,0.012
S_16|Item_1793|2018-08-24,0.012
S_16|Item_1793|2018-09-23,0.012
S_16|Item_1794|2018-02-14,0.012
S_16|Item_1794|2018-05-22,0.012
S_16|Item_1794|2018-06-02,0.012
S_16|Item_1794|2018-06-13,0.012
S_16|Item_1794|2018-07-19,0.012
S_16|Item_1794|2018-08-24,0.012
S_16|Item_1794|2018-09-23,0.012
S_16|Item_1799|2018-02-14,0.012
S_16|Item_1799|2018-05-22,0.012
S_16|Item_1799|2018-06-02,0.012
S_16|Item_1799|2018-06-13,0.012
S_16|Item_1799|2018-07-19,0.012
S_16|Item_1799|2018-08-24,0.012
S_16|Item_1799|2018-09-23,0.012
S_16|Item_1807|2018-02-14,0.012
S_16|Item_1807|2018-05-22,0.012
S_16|Item_1807|2018-06-02,0.012
S_16|Item_1807|2018-06-13,0.012
S_16|Item_1807|2018-07-19,0.012
S_16|Item_1807|2018-08-24,0.012
S_16|Item_1807|2018-09-23,0.012
S_16|Item_1810|2018-02-14,0.012
S_16|Item_1810|2018-05-22,0.012
S_16|Item_1810|2018-06-02,0.012
S_16|Item_1810|2018-06-13,0.012
S_16|Item_1810|2018-07-19,0.012
S_16|Item_1810|2018-08-24,0.012
S_16|Item_1810|2018-09-23,0.012
S_16|Item_1811|2018-02-14,0.012
S_16|Item_1811|2018-05-22,0.012
S_16|Item_1811|2018-06-02,0.012
S_16|Item_1811|2018-06-13,0.012
S_16|Item_1811|2018-07-19,0.012
S_16|Item_1811|2018-08-24,0.012
S_16|Item_1811|2018-09-23,0.012
S_16|Item_1816|2018-02-14,0.012
S_16|Item_1816|2018-05-22,0.012
S_16|Item_1816|2018-06-02,0.012
S_16|Item_1816|2018-06-13,0.012
S_16|Item_1816|2018-07-19,0.012
S_16|Item_1816|2018-08-24,0.012
S_16|Item_1816|2018-09-23,0.012
S_16|Item_1820|2018-02-14,0.012
S_16|Item_1820|2018-05-22,0.012
S_16|Item_1820|2018-06-02,0.012
S_16|Item_1820|2018-06-13,0.012
S_16|Item_1820|2018-07-19,0.012
S_16|Item_1820|2018-08-24,0.012
S_16|Item_1820|2018-09-23,0.012
S_16|Item_1821|2018-02-14,0.012
S_16|Item_1821|2018-05-22,0.012
S_16|Item_1821|2018-06-02,0.012
S_16|Item_1821|2018-06-13,0.012
S_16|Item_1821|2018-07-19,0.012
S_16|Item_1821|2018-08-24,0.012
S_16|Item_1821|2018-09-23,0.012
S_16|Item_1833|2018-02-14,0.012
S_16|Item_1833|2018-05-22,0.012
S_16|Item_1833|2018-06-02,0.012
S_16|Item_1833|2018-06-13,0.012
S_16|Item_1833|2018-07-19,0.012
S_16|Item_1833|2018-08-24,0.012
S_16|Item_1833|2018-09-23,0.012
S_16|Item_1842|2018-02-14,0.012
S_16|Item_1842|2018-05-22,0.012
S_16|Item_1842|2018-06-02,0.012
S_16|Item_1842|2018-06-13,0.012
S_16|Item_1842|2018-07-19,0.012
S_16|Item_1842|2018-08-24,0.012
S_16|Item_1842|2018-09-23,0.012
S_16|Item_1843|2018-02-14,0.012
S_16|Item_1843|2018-05-22,0.012
S_16|Item_1843|2018-06-02,0.012
S_16|Item_1843|2018-06-13,0.012
S_16|Item_1843|2018-07-19,0.012
S_16|Item_1843|2018-08-24,0.012
S_16|Item_1843|2018-09-23,0.012
S_16|Item_1852|2018-02-14,0.012
S_16|Item_1852|2018-05-22,0.012
S_16|Item_1852|2018-06-02,0.012
S_16|Item_1852|2018-06-13,0.012
S_16|Item_1852|2018-07-19,0.012
S_16|Item_1852|2018-08-24,0.012
S_16|Item_1852|2018-09-23,0.012
S_16|Item_1875|2018-02-14,0.012
S_16|Item_1875|2018-05-22,0.012
S_16|Item_1875|2018-06-02,0.012
S_16|Item_1875|2018-06-13,0.012
S_16|Item_1875|2018-07-19,0.012
S_16|Item_1875|2018-08-24,0.012
S_16|Item_1875|2018-09-23,0.012
S_16|Item_1878|2018-02-14,0.012
S_16|Item_1878|2018-05-22,0.012
S_16|Item_1878|2018-06-02,0.012
S_16|Item_1878|2018-06-13,0.012
S_16|Item_1878|2018-07-19,0.012
S_16|Item_1878|2018-08-24,0.012
S_16|Item_1878|2018-09-23,0.012
S_16|Item_1883|2018-02-14,0.012
S_16|Item_1883|2018-05-22,0.012
S_16|Item_1883|2018-06-02,0.012
S_16|Item_1883|2018-06-13,0.012
S_16|Item_1883|2018-07-19,0.012
S_16|Item_1883|2018-08-24,0.012
S_16|Item_1883|2018-09-23,0.012
S_16|Item_1885|2018-02-14,0.012
S_16|Item_1885|2018-05-22,0.012
S_16|Item_1885|2018-06-02,0.012
S_16|Item_1885|2018-06-13,0.012
S_16|Item_1885|2018-07-19,0.012
S_16|Item_1885|2018-08-24,0.012
S_16|Item_1885|2018-09-23,0.012
S_16|Item_1888|2018-02-14,0.012
S_16|Item_1888|2018-05-22,0.012
S_16|Item_1888|2018-06-02,0.012
S_16|Item_1888|2018-06-13,0.012
S_16|Item_1888|2018-07-19,0.012
S_16|Item_1888|2018-08-24,0.012
S_16|Item_1888|2018-09-23,0.012
S_16|Item_1891|2018-02-14,0.012
S_16|Item_1891|2018-05-22,0.012
S_16|Item_1891|2018-06-02,0.012
S_16|Item_1891|2018-06-13,0.012
S_16|Item_1891|2018-07-19,0.012
S_16|Item_1891|2018-08-24,0.012
S_16|Item_1891|2018-09-23,0.012
S_16|Item_1893|2018-02-14,0.012
S_16|Item_1893|2018-05-22,0.012
S_16|Item_1893|2018-06-02,0.012
S_16|Item_1893|2018-06-13,0.012
S_16|Item_1893|2018-07-19,0.012
S_16|Item_1893|2018-08-24,0.012
S_16|Item_1893|2018-09-23,0.012
S_16|Item_2167|2018-02-14,0.012
S_16|Item_2167|2018-05-22,0.012
S_16|Item_2167|2018-06-02,0.012
S_16|Item_2167|2018-06-13,0.012
S_16|Item_2167|2018-07-19,0.012
S_16|Item_2167|2018-08-24,0.012
S_16|Item_2167|2018-09-23,0.012
S_16|Item_2168|2018-02-14,0.012
S_16|Item_2168|2018-05-22,0.012
S_16|Item_2168|2018-06-02,0.012
S_16|Item_2168|2018-06-13,0.012
S_16|Item_2168|2018-07-19,0.012
S_16|Item_2168|2018-08-24,0.012
S_16|Item_2168|2018-09-23,0.012
S_16|Item_2181|2018-02-14,0.012
S_16|Item_2181|2018-05-22,0.012
S_16|Item_2181|2018-06-02,0.012
S_16|Item_2181|2018-06-13,0.012
S_16|Item_2181|2018-07-19,0.012
S_16|Item_2181|2018-08-24,0.012
S_16|Item_2181|2018-09-23,0.012
S_16|Item_2182|2018-02-14,0.012
S_16|Item_2182|2018-05-22,0.012
S_16|Item_2182|2018-06-02,0.012
S_16|Item_2182|2018-06-13,0.012
S_16|Item_2182|2018-07-19,0.012
S_16|Item_2182|2018-08-24,0.012
S_16|Item_2182|2018-09-23,0.012
S_16|Item_2186|2018-02-14,0.012
S_16|Item_2186|2018-05-22,0.012
S_16|Item_2186|2018-06-02,0.012
S_16|Item_2186|2018-06-13,0.012
S_16|Item_2186|2018-07-19,0.012
S_16|Item_2186|2018-08-24,0.012
S_16|Item_2186|2018-09-23,0.012
S_16|Item_2218|2018-02-14,0.012
S_16|Item_2218|2018-05-22,0.012
S_16|Item_2218|2018-06-02,0.012
S_16|Item_2218|2018-06-13,0.012
S_16|Item_2218|2018-07-19,0.012
S_16|Item_2218|2018-08-24,0.012
S_16|Item_2218|2018-09-23,0.012
S_16|Item_2220|2018-02-14,0.012
S_16|Item_2220|2018-05-22,0.012
S_16|Item_2220|2018-06-02,0.012
S_16|Item_2220|2018-06-13,0.012
S_16|Item_2220|2018-07-19,0.012
S_16|Item_2220|2018-08-24,0.012
S_16|Item_2220|2018-09-23,0.012
S_16|Item_2221|2018-02-14,0.012
S_16|Item_2221|2018-05-22,0.012
S_16|Item_2221|2018-06-02,0.012
S_16|Item_2221|2018-06-13,0.012
S_16|Item_2221|2018-07-19,0.012
S_16|Item_2221|2018-08-24,0.012
S_16|Item_2221|2018-09-23,0.012
S_16|Item_2222|2018-02-14,0.012
S_16|Item_2222|2018-05-22,0.012
S_16|Item_2222|2018-06-02,0.012
S_16|Item_2222|2018-06-13,0.012
S_16|Item_2222|2018-07-19,0.012
S_16|Item_2222|2018-08-24,0.012
S_16|Item_2222|2018-09-23,0.012
S_16|Item_2230|2018-02-14,0.012
S_16|Item_2230|2018-05-22,0.012
S_16|Item_2230|2018-06-02,0.012
S_16|Item_2230|2018-06-13,0.012
S_16|Item_2230|2018-07-19,0.012
S_16|Item_2230|2018-08-24,0.012
S_16|Item_2230|2018-09-23,0.012
S_16|Item_2231|2018-02-14,0.012
S_16|Item_2231|2018-05-22,0.012
S_16|Item_2231|2018-06-02,0.012
S_16|Item_2231|2018-06-13,0.012
S_16|Item_2231|2018-07-19,0.012
S_16|Item_2231|2018-08-24,0.012
S_16|Item_2231|2018-09-23,0.012
S_16|Item_2232|2018-02-14,0.012
S_16|Item_2232|2018-05-22,0.012
S_16|Item_2232|2018-06-02,0.012
S_16|Item_2232|2018-06-13,0.012
S_16|Item_2232|2018-07-19,0.012
S_16|Item_2232|2018-08-24,0.012
S_16|Item_2232|2018-09-23,0.012
S_16|Item_2235|2018-02-14,0.012
S_16|Item_2235|2018-05-22,0.012
S_16|Item_2235|2018-06-02,0.012
S_16|Item_2235|2018-06-13,0.012
S_16|Item_2235|2018-07-19,0.012
S_16|Item_2235|2018-08-24,0.012
S_16|Item_2235|2018-09-23,0.012
S_16|Item_2603|2018-02-14,0.012
S_16|Item_2603|2018-05-22,0.012
S_16|Item_2603|2018-06-02,0.012
S_16|Item_2603|2018-06-13,0.012
S_16|Item_2603|2018-07-19,0.012
S_16|Item_2603|2018-08-24,0.012
S_16|Item_2603|2018-09-23,0.012
S_16|Item_2684|2018-02-14,0.012
S_16|Item_2684|2018-05-22,0.012
S_16|Item_2684|2018-06-02,0.012
S_16|Item_2684|2018-06-13,0.012
S_16|Item_2684|2018-07-19,0.012
S_16|Item_2684|2018-08-24,0.012
S_16|Item_2684|2018-09-23,0.012
S_16|Item_2724|2018-02-14,0.012
S_16|Item_2724|2018-05-22,0.012
S_16|Item_2724|2018-06-02,0.012
S_16|Item_2724|2018-06-13,0.012
S_16|Item_2724|2018-07-19,0.012
S_16|Item_2724|2018-08-24,0.012
S_16|Item_2724|2018-09-23,0.012
S_16|Item_2725|2018-02-14,0.012
S_16|Item_2725|2018-05-22,0.012
S_16|Item_2725|2018-06-02,0.012
S_16|Item_2725|2018-06-13,0.012
S_16|Item_2725|2018-07-19,0.012
S_16|Item_2725|2018-08-24,0.012
S_16|Item_2725|2018-09-23,0.012
